"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 17, 2015","17,997.0","18,005.0","18,024.0","17,952.0","73.29K","-0.13%"
"Jul 20, 2015","18,003.0","17,993.0","18,058.0","17,981.0","81.45K","0.03%"
"Jul 21, 2015","17,866.0","17,985.0","18,020.0","17,786.0","122.82K","-0.76%"
"Jul 22, 2015","17,785.0","17,816.0","17,837.0","17,728.0","103.14K","-0.45%"
"Jul 23, 2015","17,676.0","17,800.0","17,833.0","17,627.0","127.88K","-0.61%"
"Jul 24, 2015","17,523.0","17,691.0","17,711.0","17,473.0","123.76K","-0.87%"
"Jul 27, 2015","17,396.0","17,527.0","17,547.0","17,319.0","165.14K","-0.72%"
"Jul 28, 2015","17,546.0","17,396.0","17,571.0","17,371.0","164.19K","0.86%"
"Jul 29, 2015","17,682.0","17,554.0","17,697.0","17,524.0","128.15K","0.78%"
"Jul 30, 2015","17,686.0","17,666.0","17,700.0","17,555.0","115.91K","0.02%"
"Jul 31, 2015","17,614.0","17,675.0","17,721.0","17,592.0","119.94K","-0.41%"
"Aug 03, 2015","17,511.0","17,620.0","17,658.0","17,415.0","142.07K","-0.58%"
"Aug 04, 2015","17,454.0","17,512.0","17,557.0","17,424.0","125.48K","-0.33%"
"Aug 05, 2015","17,475.0","17,396.0","17,595.0","17,396.0","129.60K","0.12%"
"Aug 06, 2015","17,375.0","17,479.0","17,513.0","17,305.0","131.65K","-0.57%"
"Aug 07, 2015","17,321.0","17,370.0","17,399.0","17,221.0","156.57K","-0.31%"
"Aug 10, 2015","17,553.0","17,310.0","17,573.0","17,300.0","128.19K","1.34%"
"Aug 11, 2015","17,355.0","17,548.0","17,550.0","17,297.0","161.62K","-1.13%"
"Aug 12, 2015","17,367.0","17,364.0","17,396.0","17,079.0","214.48K","0.07%"
"Aug 13, 2015","17,369.0","17,352.0","17,436.0","17,291.0","148.30K","0.01%"
"Aug 14, 2015","17,439.0","17,356.0","17,449.0","17,321.0","97.29K","0.40%"
"Aug 17, 2015","17,504.0","17,439.0","17,513.0","17,297.0","118.29K","0.37%"
"Aug 18, 2015","17,482.0","17,495.0","17,535.0","17,435.0","107.54K","-0.13%"
"Aug 19, 2015","17,285.0","17,479.0","17,511.0","17,248.0","223.52K","-1.13%"
"Aug 20, 2015","16,917.0","17,290.0","17,320.0","16,908.0","240.92K","-2.13%"
"Aug 21, 2015","16,467.0","16,917.0","16,940.0","16,429.0","392.75K","-2.66%"
"Aug 24, 2015","15,709.0","16,405.0","16,412.0","15,285.0","556.01K","-4.60%"
"Aug 25, 2015","15,719.0","15,732.0","16,341.0","15,613.0","425.74K","0.06%"
"Aug 26, 2015","16,249.0","15,771.0","16,297.0","15,541.0","432.48K","3.37%"
"Aug 27, 2015","16,650.0","16,272.0","16,661.0","16,218.0","319.71K","2.47%"
"Aug 28, 2015","16,659.0","16,646.0","16,684.0","16,465.0","202.34K","0.05%"
"Aug 31, 2015","16,508.0","16,635.0","16,635.0","16,418.0","186.86K","-0.91%"
"Sep 01, 2015","16,087.0","16,487.0","16,493.0","15,959.0","297.12K","-2.55%"
"Sep 02, 2015","16,330.0","16,073.0","16,347.0","16,020.0","228.50K","1.51%"
"Sep 03, 2015","16,348.0","16,331.0","16,536.0","16,298.0","217.96K","0.11%"
"Sep 04, 2015","16,119.0","16,348.0","16,367.0","16,009.0","232.18K","-1.40%"
"Sep 06, 2015","16,156.0","16,026.5","16,171.5","16,024.0","-","0.23%"
"Sep 07, 2015","16,239.0","16,155.0","16,277.5","16,103.0","-","0.51%"
"Sep 08, 2015","16,452.0","16,090.0","16,491.0","16,011.0","215.43K","1.31%"
"Sep 09, 2015","16,270.0","16,465.0","16,688.0","16,209.0","217.78K","-1.11%"
"Sep 10, 2015","16,306.0","16,281.0","16,453.0","16,151.0","248.02K","0.22%"
"Sep 11, 2015","16,436.0","16,314.0","16,451.0","16,215.0","82.18K","0.80%"
"Sep 14, 2015","16,380.0","16,461.0","16,530.0","16,323.0","43.79K","-0.34%"
"Sep 15, 2015","16,621.0","16,372.0","16,642.0","16,307.0","39.63K","1.47%"
"Sep 16, 2015","16,765.0","16,621.0","16,770.0","16,568.0","26.85K","0.87%"
"Sep 17, 2015","16,658.0","16,760.0","16,936.0","16,617.0","25.52K","-0.64%"
"Sep 18, 2015","16,505.7","16,658.0","16,706.0","16,398.0","4.13K","-0.91%"
"Sep 21, 2015","16,456.0","16,315.0","16,476.0","16,227.0","171.60K","-0.30%"
"Sep 22, 2015","16,229.0","16,465.0","16,470.0","16,115.0","200.14K","-1.38%"
"Sep 23, 2015","16,187.0","16,221.0","16,322.0","16,065.0","172.15K","-0.26%"
"Sep 24, 2015","16,099.0","16,211.0","16,243.0","15,910.0","243.20K","-0.54%"
"Sep 25, 2015","16,203.0","16,094.0","16,372.0","16,079.0","231.29K","0.65%"
"Sep 28, 2015","15,909.0","16,162.0","16,289.0","15,875.0","237.71K","-1.81%"
"Sep 29, 2015","15,949.0","15,934.0","16,014.0","15,799.0","259.92K","0.25%"
"Sep 30, 2015","16,172.0","15,948.0","16,195.0","15,928.0","202.07K","1.40%"
"Oct 01, 2015","16,190.0","16,127.0","16,345.0","15,968.0","220.89K","0.11%"
"Oct 02, 2015","16,377.0","16,191.0","16,385.0","15,908.0","287.41K","1.16%"
"Oct 05, 2015","16,659.0","16,354.0","16,694.0","16,328.0","152.35K","1.72%"
"Oct 06, 2015","16,672.0","16,653.0","16,760.0","16,576.0","160.90K","0.08%"
"Oct 07, 2015","16,814.0","16,616.0","16,867.0","16,601.0","201.37K","0.85%"
"Oct 08, 2015","16,966.0","16,810.0","16,983.0","16,680.0","188.23K","0.90%"
"Oct 09, 2015","16,991.0","16,948.0","17,026.0","16,910.0","119.04K","0.15%"
"Oct 12, 2015","17,040.0","16,972.0","17,099.0","16,943.0","67.27K","0.29%"
"Oct 13, 2015","16,973.0","17,051.0","17,076.0","16,920.0","128.11K","-0.39%"
"Oct 14, 2015","16,822.0","16,951.0","17,017.0","16,793.0","163.38K","-0.89%"
"Oct 15, 2015","17,069.0","16,826.0","17,072.0","16,825.0","152.44K","1.47%"
"Oct 16, 2015","17,115.0","17,062.0","17,126.0","17,012.0","108.09K","0.27%"
"Oct 19, 2015","17,117.0","17,106.0","17,148.0","17,032.0","109.42K","0.01%"
"Oct 20, 2015","17,107.0","17,100.0","17,168.0","17,046.0","101.48K","-0.06%"
"Oct 21, 2015","17,056.0","17,094.0","17,223.0","17,041.0","145.72K","-0.30%"
"Oct 22, 2015","17,408.0","17,056.0","17,435.0","17,042.0","177.47K","2.06%"
"Oct 23, 2015","17,546.0","17,426.0","17,597.0","17,402.0","160.22K","0.79%"
"Oct 26, 2015","17,531.0","17,546.0","17,579.0","17,485.0","95.42K","-0.09%"
"Oct 27, 2015","17,513.0","17,541.0","17,555.0","17,459.0","101.07K","-0.10%"
"Oct 28, 2015","17,702.0","17,513.0","17,708.0","17,471.0","155.70K","1.08%"
"Oct 29, 2015","17,684.0","17,678.0","17,707.0","17,603.0","105.57K","-0.10%"
"Oct 30, 2015","17,594.0","17,690.0","17,769.0","17,562.0","121.47K","-0.51%"
"Nov 02, 2015","17,735.0","17,598.0","17,764.0","17,527.0","102.67K","0.80%"
"Nov 03, 2015","17,841.0","17,723.0","17,897.0","17,689.0","104.77K","0.60%"
"Nov 04, 2015","17,787.0","17,836.0","17,906.0","17,756.0","137.07K","-0.30%"
"Nov 05, 2015","17,802.0","17,799.0","17,866.0","17,710.0","126.62K","0.08%"
"Nov 06, 2015","17,843.0","17,809.0","17,855.0","17,704.0","173.16K","0.23%"
"Nov 09, 2015","17,675.0","17,826.0","17,871.0","17,610.0","146.39K","-0.94%"
"Nov 10, 2015","17,716.0","17,678.0","17,724.0","17,608.0","127.74K","0.23%"
"Nov 11, 2015","17,655.0","17,709.0","17,799.0","17,643.0","111.14K","-0.34%"
"Nov 12, 2015","17,398.0","17,651.0","17,715.0","17,391.0","172.36K","-1.46%"
"Nov 13, 2015","17,206.0","17,405.0","17,445.0","17,153.0","179.70K","-1.10%"
"Nov 16, 2015","17,421.0","17,108.0","17,447.0","17,052.0","171.73K","1.25%"
"Nov 17, 2015","17,456.0","17,422.0","17,556.0","17,400.0","161.56K","0.20%"
"Nov 18, 2015","17,689.0","17,467.0","17,714.0","17,412.0","153.35K","1.33%"
"Nov 19, 2015","17,707.0","17,687.0","17,769.0","17,645.0","119.47K","0.10%"
"Nov 20, 2015","17,801.0","17,720.0","17,884.0","17,699.0","103.44K","0.53%"
"Nov 23, 2015","17,762.0","17,801.0","17,842.0","17,716.0","89.89K","-0.22%"
"Nov 24, 2015","17,765.0","17,755.0","17,830.0","17,623.0","132.92K","0.02%"
"Nov 25, 2015","17,802.0","17,764.0","17,833.0","17,743.0","67.39K","0.21%"
"Nov 26, 2015","17,849.0","17,813.0","17,874.0","17,802.0","-","0.26%"
"Nov 27, 2015","17,801.0","17,811.0","17,875.0","17,722.0","76.00K","-0.27%"
"Nov 30, 2015","17,714.0","17,801.0","17,847.0","17,700.0","104.83K","-0.49%"
"Dec 01, 2015","17,862.0","17,758.0","17,879.0","17,752.0","124.14K","0.84%"
"Dec 02, 2015","17,758.0","17,865.0","17,905.0","17,695.0","132.07K","-0.58%"
"Dec 03, 2015","17,486.0","17,769.0","17,870.0","17,409.0","244.08K","-1.53%"
"Dec 04, 2015","17,819.0","17,503.0","17,855.0","17,445.0","198.76K","1.90%"
"Dec 07, 2015","17,756.0","17,849.0","17,869.0","17,626.0","148.53K","-0.35%"
"Dec 08, 2015","17,534.0","17,751.0","17,762.0","17,475.0","179.09K","-1.25%"
"Dec 09, 2015","17,456.0","17,542.0","17,762.0","17,391.0","244.07K","-0.44%"
"Dec 10, 2015","17,566.0","17,482.0","17,697.0","17,454.0","184.44K","0.63%"
"Dec 11, 2015","17,261.0","17,580.0","17,624.0","17,220.0","121.33K","-1.74%"
"Dec 14, 2015","17,336.0","17,239.0","17,398.0","17,134.0","80.85K","0.43%"
"Dec 15, 2015","17,551.0","17,364.0","17,630.0","17,341.0","49.67K","1.24%"
"Dec 16, 2015","17,735.0","17,554.0","17,786.0","17,468.0","38.10K","1.05%"
"Dec 17, 2015","17,443.0","17,709.0","17,819.0","17,431.0","27.12K","-1.65%"
"Dec 18, 2015","17,387.4","17,437.0","17,500.0","17,322.0","4.34K","-0.32%"
"Dec 21, 2015","17,178.0","17,043.0","17,217.0","17,023.0","127.08K","-1.20%"
"Dec 22, 2015","17,357.0","17,199.0","17,386.0","17,110.0","116.00K","1.04%"
"Dec 23, 2015","17,472.0","17,354.0","17,517.0","17,327.0","96.59K","0.66%"
"Dec 24, 2015","17,449.0","17,478.0","17,515.0","17,437.0","32.08K","-0.13%"
"Dec 28, 2015","17,438.0","17,453.0","17,478.0","17,341.0","67.11K","-0.06%"
"Dec 29, 2015","17,638.0","17,449.0","17,660.0","17,429.0","81.38K","1.15%"
"Dec 30, 2015","17,509.0","17,636.0","17,656.0","17,495.0","66.03K","-0.73%"
"Dec 31, 2015","17,341.0","17,518.0","17,536.0","17,298.0","80.55K","-0.96%"
"Jan 04, 2016","17,085.0","17,347.0","17,399.0","16,860.0","220.24K","-1.48%"
"Jan 05, 2016","17,081.0","17,086.0","17,153.0","16,940.0","190.44K","-0.02%"
"Jan 06, 2016","16,838.0","17,074.0","17,096.0","16,723.0","232.50K","-1.42%"
"Jan 07, 2016","16,419.0","16,858.0","16,881.0","16,367.0","311.90K","-2.49%"
"Jan 08, 2016","16,235.0","16,446.0","16,666.0","16,209.0","301.34K","-1.12%"
"Jan 11, 2016","16,287.0","16,260.0","16,372.0","16,085.0","277.52K","0.32%"
"Jan 12, 2016","16,363.0","16,280.0","16,502.0","16,168.0","260.38K","0.47%"
"Jan 13, 2016","16,056.0","16,350.0","16,533.0","16,025.0","305.05K","-1.88%"
"Jan 14, 2016","16,281.0","16,068.0","16,391.0","15,980.0","304.87K","1.40%"
"Jan 15, 2016","15,912.0","16,268.0","16,331.0","15,748.0","357.59K","-2.27%"
"Jan 17, 2016","15,873.5","15,874.0","15,909.5","15,796.5","-","-0.24%"
"Jan 18, 2016","15,923.5","15,873.5","16,047.0","15,853.5","-","0.31%"
"Jan 19, 2016","15,913.0","15,875.0","16,188.0","15,794.0","348.99K","-0.07%"
"Jan 20, 2016","15,717.0","15,888.0","15,939.0","15,365.0","373.96K","-1.23%"
"Jan 21, 2016","15,787.0","15,706.0","15,957.0","15,562.0","355.67K","0.45%"
"Jan 22, 2016","16,004.0","15,755.0","16,052.0","15,727.0","205.21K","1.37%"
"Jan 25, 2016","15,811.0","16,008.0","16,039.0","15,790.0","179.72K","-1.21%"
"Jan 26, 2016","16,066.0","15,810.0","16,101.0","15,640.0","193.76K","1.61%"
"Jan 27, 2016","15,851.0","15,999.0","16,151.0","15,789.0","261.84K","-1.34%"
"Jan 28, 2016","15,972.0","15,861.0","16,055.0","15,768.0","268.65K","0.76%"
"Jan 29, 2016","16,356.0","15,957.0","16,376.0","15,937.0","217.26K","2.40%"
"Feb 01, 2016","16,340.0","16,367.0","16,426.0","16,209.0","178.47K","-0.10%"
"Feb 02, 2016","16,091.0","16,317.0","16,326.0","16,020.0","205.81K","-1.52%"
"Feb 03, 2016","16,263.0","16,075.0","16,301.0","15,875.0","357.09K","1.07%"
"Feb 04, 2016","16,328.0","16,258.0","16,408.0","16,127.0","269.22K","0.40%"
"Feb 05, 2016","16,131.0","16,309.0","16,383.0","16,047.0","256.01K","-1.21%"
"Feb 08, 2016","15,988.0","16,147.0","16,197.0","15,729.0","295.38K","-0.89%"
"Feb 09, 2016","15,959.0","15,965.0","16,072.0","15,773.0","296.25K","-0.18%"
"Feb 10, 2016","15,866.0","15,952.0","16,154.0","15,827.0","273.57K","-0.58%"
"Feb 11, 2016","15,612.0","15,830.0","15,863.0","15,452.0","349.22K","-1.60%"
"Feb 12, 2016","15,913.0","15,625.0","15,929.0","15,592.0","216.01K","1.93%"
"Feb 14, 2016","16,008.0","15,977.5","16,018.0","15,966.0","-","0.60%"
"Feb 15, 2016","16,113.5","16,007.0","16,168.0","15,988.0","-","0.66%"
"Feb 16, 2016","16,131.0","15,954.0","16,203.0","15,954.0","221.66K","0.11%"
"Feb 17, 2016","16,413.0","16,130.0","16,454.0","16,075.0","169.51K","1.75%"
"Feb 18, 2016","16,391.0","16,448.0","16,515.0","16,355.0","158.90K","-0.13%"
"Feb 19, 2016","16,358.0","16,393.0","16,442.0","16,245.0","142.41K","-0.20%"
"Feb 22, 2016","16,539.0","16,343.0","16,634.0","16,316.0","112.40K","1.11%"
"Feb 23, 2016","16,396.0","16,524.0","16,574.0","16,372.0","129.46K","-0.86%"
"Feb 24, 2016","16,473.0","16,378.0","16,505.0","16,131.0","199.86K","0.47%"
"Feb 25, 2016","16,672.0","16,497.0","16,677.0","16,396.0","151.78K","1.21%"
"Feb 26, 2016","16,601.0","16,663.0","16,820.0","16,588.0","157.73K","-0.43%"
"Feb 29, 2016","16,497.0","16,600.0","16,707.0","16,477.0","161.12K","-0.63%"
"Mar 01, 2016","16,849.0","16,494.0","16,856.0","16,432.0","173.08K","2.13%"
"Mar 02, 2016","16,868.0","16,840.0","16,907.0","16,744.0","165.08K","0.11%"
"Mar 03, 2016","16,919.0","16,858.0","16,936.0","16,798.0","122.93K","0.30%"
"Mar 04, 2016","16,967.0","16,926.0","17,043.0","16,878.0","166.56K","0.28%"
"Mar 07, 2016","17,048.0","16,972.0","17,080.0","16,898.0","130.85K","0.48%"
"Mar 08, 2016","16,972.0","16,986.0","17,063.0","16,907.0","148.14K","-0.45%"
"Mar 09, 2016","17,008.0","16,984.0","17,078.0","16,940.0","140.14K","0.21%"
"Mar 10, 2016","16,994.0","17,013.0","17,174.0","16,816.0","244.10K","-0.08%"
"Mar 11, 2016","17,184.0","16,997.0","17,223.0","16,984.0","95.54K","1.12%"
"Mar 14, 2016","17,222.0","17,184.0","17,279.0","17,147.0","38.34K","0.22%"
"Mar 15, 2016","17,242.0","17,220.0","17,255.0","17,119.0","30.48K","0.12%"
"Mar 16, 2016","17,332.0","17,247.0","17,382.0","17,189.0","28.66K","0.52%"
"Mar 17, 2016","17,486.0","17,330.0","17,531.0","17,244.0","31.64K","0.89%"
"Mar 18, 2016","17,557.0","17,502.0","17,554.0","17,467.0","4.84K","0.41%"
"Mar 21, 2016","17,528.0","17,490.0","17,552.0","17,441.0","102.16K","-0.17%"
"Mar 22, 2016","17,504.0","17,532.0","17,554.0","17,431.0","128.39K","-0.14%"
"Mar 23, 2016","17,426.0","17,496.0","17,519.0","17,387.0","144.38K","-0.45%"
"Mar 24, 2016","17,439.0","17,423.0","17,463.0","17,299.0","134.50K","0.07%"
"Mar 28, 2016","17,448.0","17,464.0","17,526.0","17,392.0","82.56K","0.05%"
"Mar 29, 2016","17,538.0","17,442.0","17,553.0","17,333.0","133.95K","0.52%"
"Mar 30, 2016","17,622.0","17,543.0","17,694.0","17,536.0","121.18K","0.48%"
"Mar 31, 2016","17,595.0","17,625.0","17,659.0","17,564.0","120.67K","-0.15%"
"Apr 01, 2016","17,706.0","17,613.0","17,713.0","17,468.0","163.74K","0.63%"
"Apr 04, 2016","17,642.0","17,702.0","17,753.0","17,615.0","124.13K","-0.36%"
"Apr 05, 2016","17,527.0","17,622.0","17,629.0","17,488.0","148.23K","-0.65%"
"Apr 06, 2016","17,628.0","17,555.0","17,639.0","17,452.0","168.21K","0.58%"
"Apr 07, 2016","17,458.0","17,627.0","17,645.0","17,396.0","169.33K","-0.96%"
"Apr 08, 2016","17,485.0","17,460.0","17,609.0","17,422.0","157.03K","0.15%"
"Apr 11, 2016","17,473.0","17,487.0","17,647.0","17,412.0","165.01K","-0.07%"
"Apr 12, 2016","17,637.0","17,457.0","17,656.0","17,437.0","174.97K","0.94%"
"Apr 13, 2016","17,828.0","17,637.0","17,831.0","17,629.0","154.95K","1.08%"
"Apr 14, 2016","17,842.0","17,830.0","17,880.0","17,774.0","129.18K","0.08%"
"Apr 15, 2016","17,814.0","17,849.0","17,869.0","17,780.0","95.93K","-0.16%"
"Apr 18, 2016","17,928.0","17,734.0","17,935.0","17,692.0","128.81K","0.64%"
"Apr 19, 2016","17,961.0","17,881.0","18,018.0","17,877.0","146.28K","0.18%"
"Apr 20, 2016","18,037.0","17,959.0","18,083.0","17,892.0","140.86K","0.42%"
"Apr 21, 2016","17,899.0","18,036.0","18,080.0","17,866.0","151.05K","-0.77%"
"Apr 22, 2016","17,917.0","17,887.0","17,951.0","17,827.0","140.15K","0.10%"
"Apr 25, 2016","17,902.0","17,963.0","17,967.0","17,773.0","123.63K","-0.08%"
"Apr 26, 2016","17,919.0","17,907.0","17,970.0","17,852.0","120.63K","0.09%"
"Apr 27, 2016","17,963.0","17,880.0","18,006.0","17,839.0","160.32K","0.25%"
"Apr 28, 2016","17,761.0","17,976.0","17,987.0","17,716.0","192.72K","-1.12%"
"Apr 29, 2016","17,693.0","17,766.0","17,789.0","17,568.0","207.63K","-0.38%"
"May 02, 2016","17,799.0","17,737.0","17,832.0","17,667.0","129.89K","0.60%"
"May 03, 2016","17,673.0","17,806.0","17,814.0","17,585.0","165.94K","-0.71%"
"May 04, 2016","17,581.0","17,678.0","17,700.0","17,526.0","162.20K","-0.52%"
"May 05, 2016","17,574.0","17,575.0","17,682.0","17,536.0","130.18K","-0.04%"
"May 06, 2016","17,671.0","17,569.0","17,685.0","17,475.0","161.22K","0.55%"
"May 09, 2016","17,646.0","17,673.0","17,727.0","17,595.0","120.19K","-0.14%"
"May 10, 2016","17,853.0","17,646.0","17,864.0","17,605.0","142.36K","1.17%"
"May 11, 2016","17,659.0","17,828.0","17,850.0","17,656.0","138.96K","-1.09%"
"May 12, 2016","17,668.0","17,664.0","17,754.0","17,573.0","163.40K","0.05%"
"May 13, 2016","17,495.0","17,669.0","17,689.0","17,459.0","183.04K","-0.98%"
"May 16, 2016","17,664.0","17,468.0","17,705.0","17,421.0","135.18K","0.97%"
"May 17, 2016","17,489.0","17,659.0","17,720.0","17,423.0","185.54K","-0.99%"
"May 18, 2016","17,479.0","17,497.0","17,608.0","17,383.0","232.53K","-0.06%"
"May 19, 2016","17,415.0","17,491.0","17,502.0","17,297.0","189.90K","-0.37%"
"May 20, 2016","17,482.0","17,415.0","17,547.0","17,403.0","128.69K","0.38%"
"May 23, 2016","17,470.0","17,504.0","17,533.0","17,431.0","113.79K","-0.07%"
"May 24, 2016","17,687.0","17,469.0","17,718.0","17,436.0","136.10K","1.24%"
"May 25, 2016","17,817.0","17,696.0","17,869.0","17,680.0","124.63K","0.74%"
"May 26, 2016","17,817.0","17,828.0","17,864.0","17,777.0","106.96K","0.00%"
"May 27, 2016","17,849.0","17,825.0","17,863.0","17,802.0","84.72K","0.18%"
"May 29, 2016","17,886.0","17,872.5","17,897.0","17,867.0","-","0.21%"
"May 30, 2016","17,891.0","17,887.0","17,910.0","17,875.0","-","0.03%"
"May 31, 2016","17,774.0","17,873.0","17,909.0","17,708.0","138.98K","-0.65%"
"Jun 01, 2016","17,779.0","17,773.0","17,812.0","17,648.0","119.69K","0.03%"
"Jun 02, 2016","17,825.0","17,775.0","17,833.0","17,692.0","113.52K","0.26%"
"Jun 03, 2016","17,800.0","17,821.0","17,849.0","17,677.0","153.49K","-0.14%"
"Jun 06, 2016","17,915.0","17,808.0","17,939.0","17,779.0","119.86K","0.65%"
"Jun 07, 2016","17,933.0","17,915.0","17,993.0","17,903.0","94.99K","0.10%"
"Jun 08, 2016","17,995.0","17,935.0","18,012.0","17,903.0","101.97K","0.35%"
"Jun 09, 2016","17,973.0","17,991.0","18,000.0","17,906.0","123.85K","-0.12%"
"Jun 10, 2016","17,866.0","17,975.0","17,976.0","17,802.0","96.66K","-0.60%"
"Jun 13, 2016","17,728.0","17,824.0","17,890.0","17,712.0","81.70K","-0.77%"
"Jun 14, 2016","17,662.0","17,718.0","17,758.0","17,590.0","53.33K","-0.37%"
"Jun 15, 2016","17,646.0","17,650.0","17,780.0","17,625.0","33.57K","-0.09%"
"Jun 16, 2016","17,740.0","17,638.0","17,756.0","17,469.0","33.35K","0.53%"
"Jun 17, 2016","17,737.0","17,735.0","17,783.0","17,703.0","-","-0.02%"
"Jun 20, 2016","17,712.0","17,639.0","17,854.0","17,639.0","145.41K","-0.14%"
"Jun 21, 2016","17,737.0","17,752.0","17,794.0","17,702.0","125.88K","0.14%"
"Jun 22, 2016","17,688.0","17,729.0","17,825.0","17,673.0","129.61K","-0.28%"
"Jun 23, 2016","17,915.0","17,737.0","17,969.0","17,737.0","145.95K","1.28%"
"Jun 24, 2016","17,247.0","17,986.0","18,025.0","17,182.0","440.33K","-3.73%"
"Jun 27, 2016","16,985.0","17,185.0","17,276.0","16,961.0","296.66K","-1.52%"
"Jun 28, 2016","17,301.0","16,979.0","17,307.0","16,979.0","191.25K","1.86%"
"Jun 29, 2016","17,624.0","17,302.0","17,694.0","17,255.0","170.56K","1.87%"
"Jun 30, 2016","17,819.0","17,670.0","17,828.0","17,557.0","173.08K","1.11%"
"Jul 01, 2016","17,866.0","17,789.0","17,903.0","17,762.0","115.50K","0.26%"
"Jul 03, 2016","17,843.0","17,890.0","17,892.0","17,842.0","-","-0.13%"
"Jul 04, 2016","17,860.0","17,845.0","17,924.0","17,842.0","-","0.10%"
"Jul 05, 2016","17,762.0","17,880.0","17,924.0","17,689.0","150.84K","-0.55%"
"Jul 06, 2016","17,834.0","17,772.0","17,838.0","17,618.0","179.30K","0.41%"
"Jul 07, 2016","17,818.0","17,825.0","17,895.0","17,726.0","134.78K","-0.09%"
"Jul 08, 2016","18,038.0","17,819.0","18,079.0","17,782.0","166.59K","1.23%"
"Jul 11, 2016","18,147.0","18,044.0","18,197.0","18,033.0","133.94K","0.60%"
"Jul 12, 2016","18,264.0","18,151.0","18,287.0","18,134.0","131.75K","0.64%"
"Jul 13, 2016","18,288.0","18,268.0","18,305.0","18,222.0","124.22K","0.13%"
"Jul 14, 2016","18,427.0","18,288.0","18,475.0","18,266.0","148.86K","0.76%"
"Jul 15, 2016","18,417.0","18,421.0","18,488.0","18,345.0","129.05K","-0.05%"
"Jul 18, 2016","18,451.0","18,425.0","18,493.0","18,410.0","108.26K","0.18%"
"Jul 19, 2016","18,480.0","18,461.0","18,494.0","18,401.0","105.41K","0.16%"
"Jul 20, 2016","18,531.0","18,497.0","18,565.0","18,456.0","107.71K","0.28%"
"Jul 21, 2016","18,436.0","18,530.0","18,548.0","18,394.0","109.86K","-0.51%"
"Jul 22, 2016","18,478.0","18,440.0","18,495.0","18,417.0","94.20K","0.23%"
"Jul 25, 2016","18,420.0","18,488.0","18,527.0","18,378.0","104.71K","-0.31%"
"Jul 26, 2016","18,398.0","18,428.0","18,447.0","18,311.0","137.65K","-0.12%"
"Jul 27, 2016","18,390.0","18,427.0","18,471.0","18,353.0","145.05K","-0.04%"
"Jul 28, 2016","18,376.0","18,410.0","18,454.0","18,293.0","131.77K","-0.08%"
"Jul 29, 2016","18,362.0","18,378.0","18,404.0","18,296.0","138.94K","-0.08%"
"Aug 01, 2016","18,326.0","18,409.0","18,449.0","18,279.0","129.50K","-0.20%"
"Aug 02, 2016","18,248.0","18,343.0","18,375.0","18,170.0","158.89K","-0.43%"
"Aug 03, 2016","18,269.0","18,248.0","18,281.0","18,188.0","107.92K","0.12%"
"Aug 04, 2016","18,273.0","18,274.0","18,336.0","18,251.0","103.81K","0.02%"
"Aug 05, 2016","18,454.0","18,275.0","18,474.0","18,273.0","122.77K","0.99%"
"Aug 08, 2016","18,460.0","18,458.0","18,508.0","18,436.0","84.64K","0.03%"
"Aug 09, 2016","18,466.0","18,466.0","18,522.0","18,442.0","87.30K","0.03%"
"Aug 10, 2016","18,452.0","18,470.0","18,513.0","18,417.0","96.01K","-0.08%"
"Aug 11, 2016","18,565.0","18,450.0","18,594.0","18,433.0","111.16K","0.61%"
"Aug 12, 2016","18,523.0","18,565.0","18,585.0","18,486.0","90.68K","-0.23%"
"Aug 15, 2016","18,582.0","18,533.0","18,623.0","18,525.0","80.68K","0.32%"
"Aug 16, 2016","18,524.0","18,588.0","18,589.0","18,507.0","103.47K","-0.31%"
"Aug 17, 2016","18,541.0","18,534.0","18,559.0","18,443.0","127.97K","0.09%"
"Aug 18, 2016","18,565.0","18,552.0","18,575.0","18,505.0","92.44K","0.13%"
"Aug 19, 2016","18,540.0","18,566.0","18,576.0","18,469.0","112.22K","-0.13%"
"Aug 22, 2016","18,519.0","18,544.0","18,561.0","18,442.0","141.87K","-0.11%"
"Aug 23, 2016","18,528.0","18,519.0","18,615.0","18,506.0","110.67K","0.05%"
"Aug 24, 2016","18,472.0","18,537.0","18,544.0","18,427.0","111.88K","-0.30%"
"Aug 25, 2016","18,448.0","18,470.0","18,485.0","18,406.0","116.87K","-0.13%"
"Aug 26, 2016","18,380.0","18,451.0","18,554.0","18,311.0","193.96K","-0.37%"
"Aug 29, 2016","18,489.0","18,380.0","18,503.0","18,352.0","105.44K","0.59%"
"Aug 30, 2016","18,444.0","18,493.0","18,515.0","18,401.0","114.68K","-0.24%"
"Aug 31, 2016","18,395.0","18,453.0","18,454.0","18,324.0","132.59K","-0.27%"
"Sep 01, 2016","18,395.0","18,393.0","18,462.0","18,286.0","169.68K","0.00%"
"Sep 02, 2016","18,480.0","18,395.0","18,539.0","18,378.0","158.50K","0.46%"
"Sep 04, 2016","18,504.5","18,486.5","18,513.5","18,483.0","-","0.13%"
"Sep 05, 2016","18,479.0","18,504.0","18,518.0","18,464.0","-","-0.14%"
"Sep 06, 2016","18,523.0","18,489.0","18,545.0","18,437.0","124.96K","0.24%"
"Sep 07, 2016","18,514.0","18,535.0","18,540.0","18,469.0","104.36K","-0.05%"
