"Date","Price","Open","High","Low","Vol.","Change %"
"May 15, 2012","12,605.0","12,662.0","12,759.0","12,573.0","190.66K","-0.40%"
"May 16, 2012","12,574.0","12,607.0","12,704.0","12,545.0","179.35K","-0.25%"
"May 17, 2012","12,413.0","12,575.0","12,644.0","12,409.0","193.05K","-1.28%"
"May 18, 2012","12,335.0","12,422.0","12,480.0","12,318.0","184.65K","-0.63%"
"May 21, 2012","12,490.0","12,335.0","12,493.0","12,305.0","131.26K","1.26%"
"May 22, 2012","12,477.0","12,489.0","12,553.0","12,423.0","155.36K","-0.10%"
"May 23, 2012","12,466.0","12,480.0","12,486.0","12,286.0","190.77K","-0.09%"
"May 24, 2012","12,536.0","12,464.0","12,543.0","12,389.0","174.74K","0.56%"
"May 25, 2012","12,429.0","12,538.0","12,586.0","12,401.0","135.47K","-0.85%"
"May 28, 2012","12,461.0","12,494.0","12,526.0","12,457.0","-","0.26%"
"May 29, 2012","12,583.0","12,466.0","12,599.0","12,444.0","167.97K","0.98%"
"May 30, 2012","12,381.0","12,583.0","12,588.0","12,376.0","192.58K","-1.61%"
"May 31, 2012","12,383.0","12,382.0","12,479.0","12,307.0","199.43K","0.02%"
"Jun 01, 2012","12,103.0","12,370.0","12,380.0","12,095.0","248.26K","-2.26%"
"Jun 04, 2012","12,063.0","12,104.0","12,132.0","11,985.0","150.52K","-0.33%"
"Jun 05, 2012","12,126.0","12,064.0","12,134.0","12,034.0","135.76K","0.52%"
"Jun 06, 2012","12,419.0","12,127.0","12,422.0","12,111.0","166.24K","2.42%"
"Jun 07, 2012","12,479.0","12,421.0","12,548.0","12,409.0","151.82K","0.48%"
"Jun 08, 2012","12,575.0","12,475.0","12,581.0","12,384.0","59.48K","0.77%"
"Jun 11, 2012","12,382.0","12,661.0","12,752.0","12,381.0","50.70K","-1.53%"
"Jun 12, 2012","12,585.0","12,391.0","12,589.0","12,360.0","40.57K","1.64%"
"Jun 13, 2012","12,501.0","12,576.0","12,600.0","12,453.0","26.92K","-0.67%"
"Jun 14, 2012","12,676.0","12,505.0","12,702.0","12,460.0","19.74K","1.40%"
"Jun 15, 2012","12,729.9","12,674.0","12,733.0","12,661.0","1.61K","0.43%"
"Jun 18, 2012","12,686.0","12,778.0","12,803.0","12,621.0","133.89K","-0.34%"
"Jun 19, 2012","12,762.0","12,685.0","12,829.0","12,657.0","108.77K","0.60%"
"Jun 20, 2012","12,763.0","12,758.0","12,808.0","12,671.0","169.23K","0.01%"
"Jun 21, 2012","12,502.0","12,761.0","12,791.0","12,492.0","172.17K","-2.04%"
"Jun 22, 2012","12,568.0","12,498.0","12,606.0","12,496.0","118.56K","0.53%"
"Jun 25, 2012","12,431.0","12,566.0","12,566.0","12,387.0","120.33K","-1.09%"
"Jun 26, 2012","12,486.0","12,433.0","12,507.0","12,380.0","116.67K","0.44%"
"Jun 27, 2012","12,553.0","12,485.0","12,577.0","12,457.0","103.95K","0.54%"
"Jun 28, 2012","12,526.0","12,555.0","12,570.0","12,376.0","175.59K","-0.22%"
"Jun 29, 2012","12,808.0","12,530.0","12,834.0","12,479.0","143.93K","2.25%"
"Jul 02, 2012","12,776.0","12,827.0","12,850.0","12,724.0","117.49K","-0.25%"
"Jul 03, 2012","12,867.0","12,780.0","12,877.0","12,750.0","62.50K","0.71%"
"Jul 04, 2012","12,842.0","12,862.0","12,874.0","12,836.0","-","-0.19%"
"Jul 05, 2012","12,832.0","12,867.0","12,917.0","12,783.0","122.42K","-0.08%"
"Jul 06, 2012","12,727.0","12,830.0","12,851.0","12,640.0","142.80K","-0.82%"
"Jul 09, 2012","12,685.0","12,708.0","12,720.0","12,622.0","99.35K","-0.33%"
"Jul 10, 2012","12,585.0","12,686.0","12,767.0","12,543.0","151.05K","-0.79%"
"Jul 11, 2012","12,536.0","12,583.0","12,651.0","12,469.0","136.18K","-0.39%"
"Jul 12, 2012","12,502.0","12,538.0","12,564.0","12,425.0","125.96K","-0.27%"
"Jul 13, 2012","12,712.0","12,500.0","12,723.0","12,500.0","116.89K","1.68%"
"Jul 16, 2012","12,648.0","12,714.0","12,718.0","12,624.0","90.02K","-0.50%"
"Jul 17, 2012","12,737.0","12,650.0","12,766.0","12,578.0","128.91K","0.70%"
"Jul 18, 2012","12,860.0","12,739.0","12,867.0","12,686.0","107.06K","0.97%"
"Jul 19, 2012","12,880.0","12,862.0","12,936.0","12,835.0","113.53K","0.16%"
"Jul 20, 2012","12,773.0","12,882.0","12,884.0","12,751.0","119.05K","-0.83%"
"Jul 23, 2012","12,645.0","12,756.0","12,756.0","12,521.0","145.13K","-1.00%"
"Jul 24, 2012","12,524.0","12,646.0","12,670.0","12,462.0","141.55K","-0.96%"
"Jul 25, 2012","12,637.0","12,524.0","12,675.0","12,472.0","132.36K","0.90%"
"Jul 26, 2012","12,825.0","12,636.0","12,876.0","12,584.0","157.81K","1.49%"
"Jul 27, 2012","13,033.0","12,824.0","13,061.0","12,811.0","151.37K","1.62%"
"Jul 30, 2012","13,001.0","13,018.0","13,072.0","12,983.0","104.69K","-0.25%"
"Jul 31, 2012","12,949.0","12,999.0","13,056.0","12,933.0","104.42K","-0.40%"
"Aug 01, 2012","12,923.0","12,940.0","13,023.0","12,895.0","109.96K","-0.20%"
"Aug 02, 2012","12,831.0","12,917.0","13,030.0","12,721.0","161.52K","-0.71%"
"Aug 03, 2012","13,055.0","12,829.0","13,080.0","12,813.0","109.32K","1.75%"
"Aug 06, 2012","13,067.0","13,064.0","13,133.0","13,034.0","72.42K","0.09%"
