Date	Dow_Jones	P/E	P/B	Div Yield	Symbol	Expiry	Close	Open Interest	Change in OI	SMA	EMA	upper_band	middle_band	lower_band	PercentageChange	Vix
21-03-2019	26011															
22-03-2019	25570	28.08	3.62	1.18	NIFTY	28-03-2019	11472.4	18466950	-2085525	10969.651	11482.3031	11703.54539	11149.5875	10595.62961	-0.699373334	16.275
25-03-2019	25577	27.83	3.58	1.19	NIFTY	28-03-2019	11370.05	15446325	-3020625	10979.897	11444.8854	11715.98186	11177.8675	10639.75314	-0.892141139	16.6725
26-03-2019	25676	28.15	3.62	1.18	NIFTY	28-03-2019	11510.7	13042275	-2404050	10993.559	11466.8236	11741.69094	11212.9625	10684.23406	1.237021825	16.485
27-03-2019	25660	28.05	3.61	1.18	NIFTY	28-03-2019	11458.1	10690950	-2351325	11007.325	11463.91573	11758.30071	11241.515	10724.72929	-0.456966127	17.0475
28-03-2019	25737	28.36	3.65	1.17	NIFTY	28-03-2019	11569.45	9030450	-1660500	11020.146	11499.09382	11777.43943	11278.5975	10779.75557	0.971801608	16.6525
29-03-2019	25933	29.01	3.71	1.13	NIFTY	25-04-2019	11679.9	16442175	-467400	11035.311	11559.36255	11801.13493	11322.12	10843.10507	0.95466941	17.185
01-04-2019	26258	29.13	3.72	1.13	NIFTY	25-04-2019	11748.4	15991125	-451050	11051.762	11622.37503	11818.21154	11369.805	10921.39846	0.586477624	18.005
02-04-2019	26153	29.24	3.74	1.12	NIFTY	25-04-2019	11779.5	15985800	-5325	11068.809	11674.75002	11844.43973	11412.9275	10981.41527	0.264716898	18.0825
03-04-2019	26240	29.06	3.72	1.13	NIFTY	25-04-2019	11729.65	15615000	-370800	11084.008	11693.05001	11863.09831	11447.775	11032.45169	-0.423192835	18.7825
04-04-2019	26388	28.95	3.7	1.14	NIFTY	25-04-2019	11679.55	15476100	-138900	11098.875	11688.55001	11869.41156	11477.4125	11085.41344	-0.427122719	18.65
05-04-2019	26394	29.12	3.72	1.13	NIFTY	25-04-2019	11760.75	15847875	371775	11116.992	11712.61667	11880.09263	11510.54	11140.98737	0.695232265	18.3925
08-04-2019	26334	28.96	3.7	1.14	NIFTY	25-04-2019	11674.9	15675225	-172650	11133.118	11700.04445	11857.70397	11540.4825	11223.26103	-0.729970453	20.1525
09-04-2019	26158	29.13	3.72	1.13	NIFTY	25-04-2019	11742.3	15851250	176025	11152.245	11714.12963	11855.52494	11567.49	11279.45506	0.577306872	20.28
10-04-2019	26166	28.91	3.7	1.14	NIFTY	25-04-2019	11652.9	15668925	-182325	11171.767	11693.71975	11853.07994	11583.2925	11313.50506	-0.761349991	21.13
11-04-2019	26133	28.94	3.7	1.14	NIFTY	25-04-2019	11668.9	15315675	-353250	11191.784	11685.4465	11851.28965	11598.405	11345.52035	0.137304877	20.9575
12-04-2019	26408	29.06	3.72	1.13	NIFTY	25-04-2019	11703.85	15075675	-240000	11213.003	11691.581	11850.62229	11614.51	11378.39771	0.299514093	20.9975
15-04-2019	26373	29.18	3.73	1.13	NIFTY	25-04-2019	11727.75	15491700	416025	11230.881	11703.63733	11858.6778	11627.375	11396.0722	0.204206308	21.3875
16-04-2019	26447	29.42	3.76	1.12	NIFTY	25-04-2019	11824.45	15681900	190200	11249.089	11743.90822	11881.88273	11643.8725	11405.86227	0.824540087	21.6925
17-04-2019	26428															
18-04-2019	26566	29.33	3.75	1.12	NIFTY	25-04-2019	11771.1	15803925	122025	11265.761	11752.97215	11895.5829	11653.89	11412.1971	-0.451183776	22.735
19-04-2019	26567															
22-04-2019	26513	28.94	3.7	1.14	NIFTY	25-04-2019	11618.9	13732575	-2071350	11279.105	11708.28143	11895.06039	11657.175	11419.28961	-1.292997256	24.05
23-04-2019	26639	28.94	3.7	1.14	NIFTY	25-04-2019	11586.4	11241075	-2491500	11289.027	11667.65429	11887.89268	11662.875	11437.85732	-0.279716669	24.645
24-04-2019	26541	29.27	3.75	1.12	NIFTY	25-04-2019	11738.25	9144525	-2096550	11301.916	11691.18619	11863.66983	11681.285	11498.90017	1.310588276	23.7125
25-04-2019	26440	29.06	3.72	1.13	NIFTY	25-04-2019	11652.5	4572975	-4571550	11315.821	11678.29079	11853.9317	11688.375	11522.8183	-0.730517752	23.2325
26-04-2019	26517	29.34	3.76	1.12	NIFTY	30-05-2019	11813.5	19541025	318750	11333.899	11723.36053	11842.79004	11706.145	11569.49996	1.381677752	21.7175
29-04-2019	26548															
30-04-2019	26584	29.33	3.76	1.12	NIFTY	30-05-2019	11791.55	19150950	-390075	11352.521	11746.09035	11843.34632	11717.25	11591.15368	-0.185804376	21.8275
01-05-2019	26390															
02-05-2019	26265	29.27	3.75	1.12	NIFTY	30-05-2019	11765.4	18632475	-518475	11371.361	11752.5269	11848.06298	11721.525	11594.98702	-0.221768979	22.9825
03-05-2019	26499	29.24	3.74	1.12	NIFTY	30-05-2019	11764.3	18732300	99825	11391.051	11756.45127	11849.72023	11722.32	11594.91977	-0.009349448	24.0325
06-05-2019	26405	28.95	3.71	1.13	NIFTY	30-05-2019	11656.35	19057500	325200	11409.247	11723.08418	11843.81694	11716.1625	11588.50806	-0.917606657	26.4325
07-05-2019	25973	28.73	3.68	1.14	NIFTY	30-05-2019	11541.9	18907275	-150225	11426.84	11662.68945	11855.0324	11706.775	11558.5176	-0.981868252	26.4775
08-05-2019	26014	28.38	3.63	1.16	NIFTY	30-05-2019	11418.6	19232025	324750	11442.869	11581.3263	11888.04691	11693.7275	11499.40809	-1.068281652	26.365
09-05-2019	25816	28.24	3.61	1.16	NIFTY	30-05-2019	11334.8	17953050	-1278975	11454.528	11499.15087	11919.0331	11672.43	11425.8269	-0.733890319	25.485
10-05-2019	25964	28.14	3.61	1.17	NIFTY	30-05-2019	11307.2	16955700	-997350	11464.583	11435.16725	11947.53848	11654.045	11360.55152	-0.2434979	26.335
13-05-2019	25281	27.8	3.56	1.18	NIFTY	30-05-2019	11181.55	16989825	34125	11472.038	11350.62816	11981.09416	11626.0075	11270.92084	-1.111238857	27.3825
14-05-2019	25570	27.98	3.59	1.17	NIFTY	30-05-2019	11241.65	16217850	-771975	11479.13	11314.30211	11997.61431	11605.445	11213.27569	0.537492566	27.1325
15-05-2019	25674	27.82	3.57	1.18	NIFTY	30-05-2019	11177.45	15695925	-521925	11486.123	11268.68474	12013.55272	11580.8725	11148.19228	-0.571090543	28.6575
16-05-2019	25867	28.07	3.6	1.17	NIFTY	30-05-2019	11285.25	15453150	-242775	11495.639	11274.20649	12007.05966	11559.9425	11112.82534	0.9644418	28.37
17-05-2019	25780	28.44	3.65	1.15	NIFTY	30-05-2019	11425.8	16026300	573150	11508.261	11324.73766	11988.65688	11544.845	11101.03312	1.245430983	28.075
20-05-2019	25696	29.48	3.78	1.11	NIFTY	30-05-2019	11859.45	17086275	1059975	11527.109	11502.97511	11995.05481	11546.595	11098.13519	3.795357874	23.675
21-05-2019	25875	29.18	3.74	1.12	NIFTY	30-05-2019	11715.15	16675275	-411000	11540.758	11573.70007	11987.29108	11543.7975	11100.30392	-1.216751198	25.6525
22-05-2019	25771	29.22	3.75	1.12	NIFTY	30-05-2019	11781.65	17658825	983550	11554.655	11643.01671	12006.47693	11551.935	11097.39307	0.567641046	27.6325
23-05-2019	25463	29.02	3.73	1.13	NIFTY	30-05-2019	11692.4	17339925	-318900	11566.539	11659.47781	12015.71567	11557.235	11098.75433	-0.757533962	19.405
